date,zero,persistence,ridge,raw_zero,alpha
2009-12-09,0.0,-0.975256317967238,-0.9955690875254883,0.0,1000.0
2010-01-11,0.0,0.16023799690564633,0.03133312959943624,0.0,100.0
2010-02-10,0.0,-0.7299379602440705,-0.7561995344614663,0.0,100.0
2010-03-12,0.0,-0.39807795294542947,-0.6236025623472674,0.0,1000.0
2010-04-13,0.0,0.11812461585587997,0.06225321155332619,0.0,100.0
2010-05-12,0.0,0.10911182420306587,0.03569361597469556,0.0,100.0
2010-06-11,0.0,0.17337698838308757,0.13497870207983842,0.0,1000.0
2010-07-13,0.0,0.19892528502375806,0.2505847134714353,0.0,1000.0
2010-08-11,0.0,0.24198884600868453,0.2343696227280787,0.0,100.0
2010-09-10,0.0,0.18473290196278092,0.09489459991037763,0.0,100.0
2010-10-11,0.0,0.18843987503029858,0.17259589543308773,0.0,100.0
2010-11-09,0.0,0.3633913024210883,0.3138624921223011,0.0,10.0
2010-12-09,0.0,-0.26479128557938414,-0.08644300838422447,0.0,100.0
2011-01-10,0.0,0.38762896325301277,0.23182247345453377,0.0,100.0
2011-02-09,0.0,0.26089930888932766,0.160781215661141,0.0,100.0
2011-03-11,0.0,0.24111745761658387,0.1993950069891336,0.0,10.0
2011-04-11,0.0,0.1499415749786851,0.1166884944201605,0.0,100.0
2011-05-11,0.0,0.10169013507195257,0.1512049082407727,0.0,100.0
2011-06-10,0.0,-0.07427574619328858,0.09198715681925296,0.0,100.0
2011-07-12,0.0,0.11651567915115169,0.08042020011969286,0.0,100.0
2011-08-10,0.0,0.118545740731139,0.08537550003799499,0.0,100.0
2011-09-09,0.0,0.19267937784782319,0.1093554771326044,0.0,100.0
2011-10-10,0.0,0.23178909900808853,0.17454510596156558,0.0,100.0
2011-11-08,0.0,0.17177609212559675,0.20735906055586417,0.0,100.0
2011-12-08,0.0,0.17315393768317444,0.20570972553380706,0.0,100.0
2012-01-10,0.0,0.020201475596140606,0.0912982419379621,0.0,100.0
2012-02-09,0.0,0.19619130352029845,0.22670970050511474,0.0,100.0
2012-03-12,0.0,0.21601151276673314,0.25096538066474683,0.0,100.0
2012-04-11,0.0,-0.036212045357565614,0.014989772923091893,0.0,10.0
2012-05-10,0.0,0.33848984863022313,0.31214046894694625,0.0,10.0
2012-06-11,0.0,0.28308520792204883,0.2906913485543502,0.0,100.0
2012-07-11,0.0,-0.025023947306968664,-0.0022103905810566538,0.0,100.0
2012-08-09,0.0,0.3510979422415147,0.34477844739686125,0.0,10.0
2012-09-10,0.0,0.27540587184298926,0.29643428082551604,0.0,100.0
2012-10-09,0.0,0.0927068017452245,0.08879276845170925,0.0,100.0
2012-11-09,0.0,-0.16588018452862863,-0.11230794654850307,0.0,10.0
2012-12-11,0.0,0.24861134004479657,0.2710778866427279,0.0,100.0
2013-01-11,0.0,0.07005013325662646,0.09777053342497499,0.0,100.0
2013-02-12,0.0,0.1377171604586398,0.16988073516536528,0.0,100.0
2013-03-14,0.0,0.1920106274094212,0.22490693826957164,0.0,100.0
2013-04-15,0.0,0.2611486849375432,0.24332811839397728,0.0,100.0
2013-05-14,0.0,0.0033997553893220234,0.043529372863562954,0.0,100.0
2013-06-13,0.0,0.25212356344856013,0.2457122172185714,0.0,100.0
2013-07-15,0.0,0.28659917841248617,0.2926226122250537,0.0,100.0
2013-08-13,0.0,0.4649390356298534,0.471481084203896,0.0,100.0
2013-09-12,0.0,0.44473971997927164,0.48214223952425517,0.0,100.0
2013-10-11,0.0,0.13980396909469672,0.1242946267910423,0.0,100.0
2013-11-11,0.0,0.03400159445322226,0.06313644429531129,0.0,100.0
2013-12-11,0.0,0.30517265034670116,0.35070033761167885,0.0,100.0
2014-01-13,0.0,0.13390006419488476,0.13725810404030048,0.0,100.0
2014-02-12,0.0,0.01579676142282116,0.02212865964033317,0.0,100.0
2014-03-14,0.0,0.10675239067004638,0.12377547953948864,0.0,100.0
2014-04-14,0.0,-0.14016784010748906,-0.08138596635494966,0.0,100.0
2014-05-14,0.0,-0.9430540210583327,-0.6504833579719911,0.0,100.0
2014-06-13,0.0,-0.21139898315411831,-0.031916837493155326,0.0,100.0
2014-07-15,0.0,-0.16093867462257738,-0.06969860558353647,0.0,100.0
2014-08-13,0.0,0.15757289659568685,0.19351395646009517,0.0,100.0
2014-09-12,0.0,0.2713645796474967,0.22933569203026694,0.0,100.0
2014-10-13,0.0,0.18749151297492872,0.15767405865149764,0.0,100.0
2014-11-11,0.0,0.20878644249520928,0.1693093867800205,0.0,1000.0
2014-12-11,0.0,0.2524400745379931,0.22211153195603095,0.0,100.0
2015-01-13,0.0,0.26224285539021297,0.24244771395444253,0.0,100.0
2015-02-12,0.0,0.2699911118809267,0.2870081896458866,0.0,1.0
2015-03-16,0.0,0.0681343670544825,0.09113849241094818,0.0,1000.0
2015-04-15,0.0,0.07891170264161207,0.07509067318963347,0.0,100.0
2015-05-14,0.0,0.38927536766952975,0.3979849508996949,0.0,100.0
2015-06-15,0.0,0.24180836017877705,0.26362198083534116,0.0,100.0
2015-07-15,0.0,0.22343990461678442,0.20809236122022934,0.0,1000.0
2015-08-13,0.0,0.3248612876847693,0.31907347380259177,0.0,100.0
2015-09-14,0.0,0.30043082259435605,0.30337806381998567,0.0,1000.0
2015-10-13,0.0,0.06737464056792875,0.036092073365597055,0.0,1000.0
2015-11-11,0.0,0.1155854700514557,0.05641457577666742,0.0,100.0
2015-12-11,0.0,0.4166145589610024,0.4467978507618161,0.0,1000.0
2016-01-13,0.0,0.23954282676589334,0.26087409687677987,0.0,1000.0
2016-02-12,0.0,0.2946895225548367,0.26469522328491124,0.0,100.0
2016-03-15,0.0,0.46388742349194134,0.4163179610861162,0.0,100.0
2016-04-14,0.0,-0.049996189855731954,-0.27488126731962526,0.0,100.0
2016-05-13,0.0,0.5652264538038423,0.6409478550671717,0.0,1000.0
2016-06-14,0.0,0.2505084608701461,0.08690238847989284,0.0,100.0
2016-07-14,0.0,-0.41221077322141686,-0.9624085503526592,0.0,1000.0
2016-08-12,0.0,-0.2853687955320747,-0.6031308169347509,0.0,1000.0
2016-09-13,0.0,-0.9622686220568266,-1.1736706183003718,0.0,1000.0
2016-10-12,0.0,0.004923884892275132,0.006180833961207055,0.0,100.0
2016-11-10,0.0,0.25037966825141034,0.26169195553913716,0.0,100.0
2016-12-12,0.0,-0.9886746200845797,-0.9702883280277199,0.0,1000.0
2017-01-12,0.0,-0.38733901159880824,-0.33208461806705136,0.0,1000.0
2017-02-13,0.0,-0.8424257800658255,-0.7345274699117523,0.0,100.0
2017-03-15,0.0,-0.7113571362826252,-0.5098344499404854,0.0,1000.0
2017-04-13,0.0,-0.2853339568674409,-0.226160787251799,0.0,1000.0
2017-05-15,0.0,-0.26659478227725586,-0.2084206490110323,0.0,100.0
2017-06-14,0.0,0.11396851690804399,0.17386312248581448,0.0,1000.0
2017-07-14,0.0,-0.03939176335055339,0.00019161648869858716,0.0,1000.0
2017-08-14,0.0,0.04385487504627872,0.11169334418351562,0.0,1000.0
2017-09-13,0.0,-0.4298630310764342,-0.27068200226560624,0.0,100.0
2017-10-12,0.0,-0.013450742676875294,0.04972868949373832,0.0,1000.0
2017-11-10,0.0,0.043907200827121406,0.0760441697307439,0.0,1000.0
2017-12-12,0.0,0.10887916678491993,0.11581967115436553,0.0,100.0
2018-01-12,0.0,0.07040728451708955,0.056439250638132266,0.0,100.0
2018-02-13,0.0,0.10316496498496674,0.08948338947578738,0.0,1000.0
2018-03-15,0.0,0.07438710509854818,0.07268237679951994,0.0,1000.0
2018-04-16,0.0,0.0578715077766323,0.047409936450814705,0.0,1000.0
2018-05-15,0.0,-0.0004404299297497971,0.06490267839623909,0.0,1000.0
2018-06-14,0.0,0.1896245773326708,0.1583514860129588,0.0,1000.0
2018-07-16,0.0,0.029324805071996418,0.031089974242086038,0.0,10000.0
2018-08-14,0.0,0.15737268320846942,0.16308944573602813,0.0,1000.0
2018-09-13,0.0,0.16959814142017748,0.11978581162035373,0.0,10000.0
2018-10-12,0.0,0.08742431155759578,0.07066118130611754,0.0,10000.0
2018-11-12,0.0,0.13287308716850688,0.11301662323207351,0.0,10000.0
2018-12-13,0.0,0.1506476929776529,0.10825498298659941,0.0,1000.0
2019-01-15,0.0,0.24265863570265844,0.20213973987174438,0.0,1000.0
2019-02-14,0.0,-0.030749692780620563,0.05632324227473473,0.0,1000.0
2019-03-18,0.0,-0.2866353349541584,-0.012786311514663362,0.0,100.0
2019-04-16,0.0,0.017359004980912918,0.05250080980092309,0.0,1000.0
2019-05-16,0.0,-0.028527471381966096,0.07162805687177576,0.0,1000.0
2019-06-17,0.0,0.021725905184750927,0.12417466905713237,0.0,1000.0
2019-07-17,0.0,0.019602903391399917,0.045770218578698785,0.0,1000.0
2019-08-15,0.0,0.030084167503855785,0.08345548417994741,0.0,1000.0
2019-09-16,0.0,-0.026791948748986272,0.037734472798005125,0.0,1000.0
2019-10-15,0.0,-0.0033778002870101798,0.03172512356085355,0.0,1000.0
2019-11-13,0.0,-0.1146039065155271,-0.0016766707230033706,0.0,1000.0
2019-12-13,0.0,-0.14656680879312511,-0.023766843540887983,0.0,1000.0
2020-01-15,0.0,0.03071724951363286,0.030724717990541883,0.0,1000.0
2020-02-14,0.0,0.0277086432648197,0.020358145312150855,0.0,1000.0
2020-03-17,0.0,0.0368184949628374,0.031235818762688994,0.0,1000.0
2020-04-16,0.0,-0.03954010587358936,-0.282452478764329,0.0,1000.0
2020-05-15,0.0,-0.05978655408521205,-0.11459953673314027,0.0,1000.0
2020-06-16,0.0,-0.06834949793763956,-0.036855203088755006,0.0,1000.0
2020-07-16,0.0,0.009853544135552839,0.08700215441015424,0.0,1000.0
2020-08-14,0.0,-0.12476303624193741,0.0023492795268547084,0.0,1000.0
2020-09-15,0.0,-0.4088598381227173,-0.11175159496317355,0.0,1000.0
2020-10-14,0.0,-0.050372759258827005,0.020693223066998057,0.0,100.0
2020-11-12,0.0,-0.15958975277904397,0.009646550660070585,0.0,1000.0
2020-12-14,0.0,-0.23210440797866716,0.047424087249941516,0.0,1000.0
2021-01-14,0.0,-0.003981525534877406,0.07980630780275133,0.0,100.0
2021-02-16,0.0,-0.09741656175614155,0.06440371792543931,0.0,1000.0
2021-03-17,0.0,-0.41677887446981887,-0.02881033732361038,0.0,100.0
2021-04-16,0.0,0.07759526356348911,0.06556433838973841,0.0,100.0
2021-05-17,0.0,0.17844361430268552,0.0808513793678679,0.0,1000.0
2021-06-16,0.0,0.08604495292631298,0.0024776654701472722,0.0,100.0
2021-07-16,0.0,0.10980529437649622,0.053182213320886795,0.0,100.0
2021-08-16,0.0,0.0024701400576316868,0.005019648105929586,0.0,100.0
2021-09-15,0.0,0.08789645694089632,-0.001966474956053066,0.0,100.0
2021-10-14,0.0,0.049750858254543395,0.024915719922948165,0.0,1000.0
2021-11-12,0.0,0.0912817719569633,0.15925624690581175,0.0,100.0
2021-12-14,0.0,0.18089047525212731,0.15270861056989193,0.0,1000.0
2022-01-13,0.0,0.13304536090817864,0.1295167837939657,0.0,100.0
2022-02-14,0.0,0.10098805545593015,0.05498304441796986,0.0,100.0
2022-03-16,0.0,0.1539049127966745,0.14885281520188653,0.0,1000.0
2022-04-14,0.0,0.1109100185800842,0.09826429668646874,0.0,100.0
2022-05-16,0.0,0.18460302941215523,0.17270394100059006,0.0,1000.0
2022-06-15,0.0,0.21193361901265617,0.1512849547439853,0.0,1000.0
2022-07-18,0.0,0.09864133566065636,0.10808018140218212,0.0,1000.0
2022-08-16,0.0,0.24657566788447904,0.1842533906847027,0.0,1000.0
2022-09-15,0.0,0.25064684955849303,0.18781573804671148,0.0,1000.0
2022-10-14,0.0,0.11782834798363084,0.0839060266599676,0.0,1000.0
2022-11-14,0.0,-0.2400790106634061,0.05927666096695294,0.0,1000.0
2022-12-14,0.0,-0.02450034945397439,0.051249379121119376,0.0,1000.0
2023-01-17,0.0,-0.07648526758072438,0.048925729856902356,0.0,1000.0
2023-02-15,0.0,0.004872358626531459,0.10500801156697437,0.0,1000.0
2023-03-17,0.0,0.14221796771975592,0.19512077028858743,0.0,100.0
2023-04-18,0.0,0.13080219212848454,0.19113218286205147,0.0,1000.0
2023-05-17,0.0,-0.12065771563580774,0.021351014619647946,0.0,100.0
2023-06-16,0.0,-0.01132821005664586,0.08741284726755894,0.0,1000.0
2023-07-19,0.0,0.005519124347196813,0.08416138664091966,0.0,100.0
2023-08-17,0.0,-0.3117913816432496,-0.10799423904832284,0.0,1000.0
2023-09-18,0.0,0.041737806083265716,0.08221002771840946,0.0,100.0
2023-10-17,0.0,0.04535960665804484,0.05655500338633124,0.0,1000.0
2023-11-15,0.0,0.12966459904261463,0.16474557970045356,0.0,1000.0
2023-12-15,0.0,-0.05802130577278852,0.0167383532392803,0.0,1000.0
2024-01-18,0.0,0.021526785326770437,0.0470849643390866,0.0,1000.0
2024-02-16,0.0,0.040162328061421504,0.07589053653617572,0.0,100.0
2024-03-19,0.0,-0.0054126919000623275,0.024007734022161165,0.0,1000.0
2024-04-18,0.0,0.06551770684257596,0.0638587627004159,0.0,1000.0
2024-05-17,0.0,0.14451693453002434,0.1516452421956188,0.0,1000.0
2024-06-18,0.0,0.087396656178089,0.11369229447641238,0.0,1000.0
2024-07-19,0.0,0.10899739018899057,0.1151070697845693,0.0,100.0
2024-08-19,0.0,0.2508938767443706,0.23858813563337988,0.0,1000.0
2024-09-18,0.0,0.21004048270497833,0.23257165217593667,0.0,1000.0
2024-10-17,0.0,0.041281805363103885,0.034745696470050436,0.0,1000.0
2024-11-15,0.0,0.05237540843458088,0.08536344166113741,0.0,1000.0
2024-12-17,0.0,0.2775853807588453,0.30161141408703496,0.0,1000.0
2025-01-21,0.0,0.13257166833724132,0.1331923924349102,0.0,1000.0
2025-02-20,0.0,0.22797403221679102,0.18693519276034898,0.0,1000.0
2025-03-21,0.0,0.14983596421015954,0.1304422747565166,0.0,1000.0
2025-04-22,0.0,0.24511782931156156,0.2326287099428711,0.0,1000.0
2025-05-21,0.0,0.06195582227235963,0.03502513084364678,0.0,1000.0
2025-06-23,0.0,-0.021359134580697603,0.01623953904179054,0.0,1000.0
2025-07-23,0.0,0.05001009506857168,0.0681014593346777,0.0,1000.0
2025-08-21,0.0,0.06712103553462467,0.15831343017830612,0.0,1000.0
2025-09-22,0.0,0.04757247049248636,0.0866573619323997,0.0,1000.0
2025-10-21,0.0,0.13211919675186756,0.1319166631582831,0.0,1000.0
2025-11-19,0.0,0.11701704384063949,0.17754296604446063,0.0,1000.0
2025-12-19,0.0,0.13185644235661198,0.1436094556016576,0.0,1000.0
2026-01-22,0.0,0.16349772804612417,0.12573548936746914,0.0,1000.0
2026-02-23,0.0,0.18840863642486616,0.18159502695526242,0.0,1000.0
2026-03-24,0.0,0.14655662530992142,0.1466461329462676,0.0,1000.0
2026-04-23,0.0,0.11838111561007003,0.1304290189880375,0.0,1000.0
2026-05-22,0.0,0.2470331669382716,0.26544128173260084,0.0,1000.0
