"","AHR","ARID1A","ARRDC3","ATL1","BAK1","BCL2L11","BCORL1","BPGM","CBFA2T3","CBL","CDKN1A","CDKN1B","CDKN1C","CEBPA","CEBPB","CEBPE","CELF2","CITED1","CKS1B","CLDN6","CNN1","CNNM4","COL1A1","COL2A1","CSRNP1","DLX2","DUSP9","EGR1","ETS2","FEV","FOSB","FOXA1","FOXA3","FOXF1","FOXL2","FOXO4","GLB1L2","HES7","HK2","HNF4A","HOXA13","HOXB9","HOXC13","IGDCC3","IKZF3","IRF1","ISL2","JUN","KIF2C","KIF18B","KLF1","KMT2A","LHX1","LYL1","MAML2","MAP2K3","MAP2K6","MAP4K3","MAP4K5","MAP7D1","MAPK1","MEIS1","MIDN","NCL","NIT1","OSR2","PLK4","POU3F2","PRDM1","PRTG","PTPN1","PTPN9","PTPN12","PTPN13","RHOXF2","RREB1","RUNX1T1","S1PR2","SAMD1","SET","SGK1","SLC4A1","SLC6A9","SLC38A2","SNAI1","SPI1","STIL","TBX2","TBX3","TGFBR2","TMSB4X","TP73","TSC22D1","UBASH3A","UBASH3B","ZBTB1","ZBTB10","ZBTB25","ZC3HAV1","ZNF318"
"DUSP9",0.988771558123464,0.982589686633134,0.988486519734496,0.994066755046665,0.98506833355483,0.986918268908938,0.986741497698625,0.991998819946322,0.982119964670445,0.993159241959131,0.989319969217177,0.990604166079983,0.987733365965081,0.924205579193749,0.970829028162918,0.963391456231473,0.983404973647882,0.98521359113783,0.986780966510688,0.993332450839751,0.992089972647092,0.988716568667856,0.97144894249348,0.970233252861701,0.979619838022711,0.982653725466891,0,0.991097040874378,0.977807015992329,0.986341723338422,0.979505549305065,0.990452718761322,0.989742702718339,0.987572209464362,0.986043864340958,0.986250212372125,0.98790540337056,0.968193178092656,0.988669983818179,0.981620829750707,0.981146720590773,0.987144725346053,0.987565657371422,0.991468708063525,0.986008978530391,0.979859720911014,0.986496631072138,0.987636081825844,0.987752032684604,0.990300725657319,0.983688757471527,0.990083882050426,0.98323153668059,0.988778422333682,0.984099074857604,0.976947567557112,0.979492033805751,0.98987930798643,0.990257362751049,0.984167518215469,0.970985163189522,0.990609888266361,0.983603807660956,0.987499349769392,0.975223505166995,0.977370843313778,0.986515593274555,0.992523654130145,0.989640912779226,0.991882696292293,0.988908670353254,0.988800490531514,0.992533201372257,0.98773497225179,0.990611035060586,0.990395694877038,0.984926681643994,0.989899702349248,0.990919818350709,0.981086701013422,0.992302137317767,0.981201900182834,0.986229171841595,0.98330721316335,0.982782191503122,0.972506100671987,0.987485161022955,0.985555595940615,0.981670929684151,0.988057355356521,0.984768500876593,0.968312412070312,0.987911392637621,0.988522016443281,0.990830834546938,0.992466353077713,0.97988608490645,0.991256793593592,0.982143919211622,0.98879644276689
"EGR1",0.995999356476388,0.989150815636116,0.996946791944022,0.992202833619977,0.994235863122338,0.995212005292019,0.99535502752071,0.994574887420638,0.994462254564651,0.996068898458662,0.994220439110691,0.995999029057617,0.993057344325882,0.941844793829809,0.984985810865536,0.978964697560482,0.994604511921037,0.994467388816106,0.991913483150121,0.992377190152928,0.993531154866549,0.995035263810037,0.983382552175901,0.983959002334739,0.98977649181298,0.993077860746016,0.991097040874378,0,0.992445418541467,0.989721214114065,0.992861284038871,0.996767558601487,0.996599679636491,0.996616014895127,0.994858121095415,0.992374254991433,0.996271578607144,0.981446508402015,0.996082203992476,0.989256392920945,0.984995524432971,0.995789199468731,0.99172101624852,0.995086712766569,0.982306669541013,0.986770380652124,0.996129226398849,0.99304861259305,0.996238665371238,0.996893055126292,0.989757201683825,0.99687896064976,0.993380081155939,0.995703688450404,0.992714562922697,0.987298543522582,0.990214873003616,0.996696458294097,0.996625354062645,0.993686199807118,0.988058349049123,0.997188485192279,0.992212281920712,0.995677633907611,0.985303550644948,0.990281576275853,0.994974513620128,0.997084761662193,0.988335326143846,0.9939276413502,0.99186522933993,0.995877563604616,0.995524214989993,0.994822819754505,0.991889012811238,0.995188871551733,0.995387683988758,0.993515388646176,0.995050769585283,0.987818589737317,0.995658665709319,0.99109952388601,0.995648134170163,0.992699255391578,0.993319029981695,0.982878717733449,0.996076155935265,0.992660697773786,0.989878090006133,0.995043876074909,0.994839696636388,0.96894372614879,0.996207115412412,0.996956430425296,0.99670761735676,0.995126372555479,0.985765978068066,0.995583499683109,0.992019344669279,0.995989838959639
"ETS2",0.991523046072076,0.981698638858128,0.993959021599128,0.980232162730413,0.993678927886303,0.993691735226808,0.993831143954995,0.986593479324185,0.99558267768126,0.987970419962203,0.984505209794761,0.988041939532668,0.984022165406155,0.946744876830556,0.986311545297404,0.982219789967766,0.995149306269709,0.990139296970587,0.985414220076759,0.980057331963286,0.983972200275374,0.991399013243206,0.98561431960061,0.98710737538715,0.990176767310236,0.99345693561103,0.977807015992329,0.992445418541467,0,0.984279643917259,0.995130943633085,0.99252179963778,0.991391479625553,0.995092546756977,0.993115366950699,0.986847974673972,0.992518238262933,0.980886405878954,0.992897427636948,0.98241893709332,0.977747150009858,0.993517134416887,0.984782310030671,0.986263407160581,0.96521049488022,0.98284445666588,0.995889638685161,0.987983154018491,0.994272593695544,0.99294117812345,0.984577035091082,0.993023142280038,0.993209565983636,0.992218372940318,0.992053358146228,0.987933347907166,0.991670359726875,0.993333064073782,0.99287123866341,0.993736833023489,0.998102815939165,0.993917749378286,0.989224071740305,0.993760977072555,0.983009423544402,0.993994756619389,0.992331213783662,0.991693490681369,0.975676436344869,0.983606641638449,0.981123848195634,0.990729553393595,0.9877142258642,0.991746076575891,0.981409723456587,0.9886179190229,0.99531950235224,0.986484114002147,0.986911614294785,0.982374131294786,0.988276443102388,0.990259948591501,0.991194825390387,0.993196380571586,0.993415014344022,0.979046366467717,0.993778342198744,0.987608509673389,0.98669391509327,0.9918526027706,0.9939294108024,0.956239438205897,0.993634006305332,0.994185910550584,0.990875249708308,0.986599966386177,0.982274058680146,0.988869419697871,0.992069346184268,0.992360935814282
"FEV",0.988282619278375,0.979847991475087,0.986934542766468,0.982335045907365,0.986932665819006,0.987495050553326,0.987263549952781,0.986094695704665,0.98202447590257,0.986693937803961,0.981715930567866,0.98463055433292,0.979937255645145,0.923755336182446,0.970072426603994,0.962193127316837,0.983961643093604,0.982426996948172,0.980575059575837,0.982706915414389,0.984890230739062,0.986315685892129,0.972018789030143,0.975911552955532,0.98077094678647,0.979148828603544,0.986341723338422,0.989721214114065,0.984279643917259,0,0.981906681254257,0.987488927685257,0.986067077224391,0.986722201757384,0.983230223934104,0.978045993579307,0.984681391422597,0.967798945268806,0.986596921075343,0.972685767230079,0.974621331359241,0.986276865207031,0.981263616546954,0.984295640025484,0.978040509010205,0.977688039525,0.987744915217692,0.982716985966991,0.987432787823683,0.987919279779281,0.98464115432062,0.988800667632895,0.98896111062722,0.986647942297659,0.98580748449815,0.982399600795384,0.984977710380332,0.987660974846704,0.987409418655009,0.987362749565231,0.979643223142308,0.990147256411362,0.981596217598152,0.987650505018882,0.973114560540564,0.981711145091805,0.985926011841902,0.990428916257339,0.983736229129152,0.984724428621418,0.979974113670085,0.98578196505209,0.987035124815174,0.987806580459752,0.98347289352221,0.983780780603279,0.985536315677268,0.985997970148478,0.984988509851551,0.974177842539712,0.986550840075254,0.982340465087739,0.985911060098042,0.986215555595589,0.981440347932961,0.968065227760278,0.987053349984364,0.983138484590074,0.978107322390853,0.987056861148166,0.986567526896634,0.958271155404226,0.986896973904774,0.987189962832844,0.987020418076312,0.988175561935575,0.974684226761822,0.986083156507646,0.983486568128791,0.987512658815469
"FOSB",0.991637257932149,0.981279467242822,0.994507233196,0.982356523347798,0.993688583216158,0.993948536646739,0.994064552940406,0.988178209115933,0.996114593164949,0.98973909606025,0.987223130767639,0.990425655292435,0.987426316476552,0.953924401579325,0.991018265230916,0.988212490978602,0.997756076051017,0.990497085526773,0.986372531167688,0.982526333340661,0.986339350633767,0.991286289027463,0.985813442688015,0.986627246183187,0.991270330793735,0.993642223228316,0.979505549305065,0.992861284038871,0.995130943633085,0.981906681254257,0,0.992629655354383,0.991704472741869,0.995043571325938,0.993380187565999,0.988765520258791,0.993677510700039,0.981755620052449,0.993399802406232,0.984920319322375,0.978460323252807,0.993584851392278,0.985844207682809,0.988182789815196,0.967895004746226,0.983823901067631,0.995348750941026,0.989713055061692,0.99459296670405,0.993736070181691,0.986663949535417,0.99317620176814,0.9919049425071,0.992849330123798,0.992518859654913,0.988534767348427,0.991208936185212,0.993847094857828,0.993652540022205,0.993693778583195,0.992171301766965,0.993717594520662,0.988749845354926,0.993443309020852,0.983945990162498,0.993843258868601,0.993497711921895,0.991555161610705,0.976451489472926,0.986087865248078,0.983962189233814,0.992037535840301,0.989358715981064,0.991853435934273,0.983567031536236,0.99070251091454,0.995547556713843,0.988158418982503,0.989217491040783,0.983859918831259,0.990099998577441,0.989581987225634,0.99272142366858,0.992961933156831,0.992060863055212,0.981873468636951,0.994509196497373,0.989039059971256,0.987572237112136,0.992700935831259,0.993343659761245,0.95734029862549,0.994310671358652,0.995077392738352,0.992458272141319,0.987928607267366,0.981074518078222,0.990564269479215,0.992496947634996,0.993555796038794
"FOXA1",0.995152775038356,0.987571613522229,0.997199401043577,0.992101573418113,0.995609087448591,0.996353593304423,0.996955135575514,0.994411020399263,0.995388432075647,0.995989208675526,0.993369317340771,0.995818978655662,0.992528141304277,0.939539345488078,0.984357512062675,0.978703250442963,0.9947837117,0.994030495923463,0.991779360364203,0.992201180913504,0.993259563091313,0.995017046033433,0.985396428387028,0.985313194736779,0.992118493143033,0.995202691136467,0.990452718761322,0.996767558601487,0.99252179963778,0.987488927685257,0.992629655354383,0,0.998444274367646,0.998336656617358,0.996337405027182,0.993977410658086,0.996607733055703,0.980433961685652,0.996852271577501,0.989385542673131,0.984837763694356,0.995779263332716,0.992158225701053,0.995593798959119,0.977949799087431,0.988023915138896,0.996975843867539,0.993304912646734,0.996971637227845,0.997311309754968,0.989084866316816,0.996605151257537,0.993433278982209,0.996415085992772,0.994267457308918,0.989341939126901,0.992211061143585,0.997454144036791,0.997598642411531,0.994990818191806,0.98751101441426,0.997648821356954,0.991682097458581,0.996356381614203,0.986682424155699,0.990700004915433,0.995787624024662,0.996998405024722,0.985901153727454,0.993902530354714,0.990798669021584,0.996247822890897,0.994991123591976,0.995639474692897,0.990541247068523,0.995948502877122,0.996425823583882,0.994485868619474,0.994642444190038,0.987879871770405,0.995601629086839,0.99186775917482,0.994791607459933,0.994249867903452,0.994880466840407,0.981021324431142,0.9969200295528,0.992552594178391,0.991404907453631,0.996324316001758,0.994473739666628,0.967372615812549,0.996594332406699,0.997521635549648,0.996826026260657,0.993849751553556,0.987081084844952,0.996093308782781,0.993318431306975,0.996759277432064
"FOXA3",0.995359453026004,0.98999285164976,0.995884370439329,0.993237698927258,0.992287032730332,0.99328006823273,0.994783522702527,0.99238185644223,0.994775752441352,0.994511828316143,0.994307964735024,0.995898908377969,0.993644216935783,0.946000325351661,0.987023632845704,0.981325826835995,0.993444691776608,0.995799776130167,0.99196105057374,0.992074471010398,0.991079973561791,0.992966487783116,0.986322832933059,0.984893166487921,0.987819692326763,0.994689606044016,0.989742702718339,0.996599679636491,0.991391479625553,0.986067077224391,0.991704472741869,0.998444274367646,0,0.996955640229393,0.997027568572836,0.994888850076022,0.995778407214329,0.984369926065871,0.994980936982815,0.991387666258047,0.989120889644988,0.996345155563944,0.994426695475968,0.99487735687783,0.980454603629848,0.98665044757626,0.995201989177756,0.993954134375892,0.994806173793024,0.995797897255821,0.985525420492713,0.994938529326496,0.993193761524204,0.994476678148856,0.990454555919673,0.984263308618032,0.987938007652249,0.995510522021381,0.995667041125968,0.991878329937943,0.987548597493206,0.996014988842947,0.994209942876319,0.994124945745853,0.988031192653535,0.990021212241854,0.994352944181056,0.996572891632767,0.987400671014,0.993051471336453,0.991330005796427,0.994817113339294,0.993012900388915,0.994492905689051,0.991409242785049,0.994957426444548,0.994184287371181,0.993124520871641,0.994859428693777,0.988062260604594,0.995669291553678,0.990431577435164,0.993237201739812,0.990551622072301,0.995032705725886,0.984526437030096,0.995957356571284,0.991622741604567,0.99027572780756,0.993083670615883,0.99253935954895,0.973019430314306,0.995021985541752,0.995858762626206,0.99512957492048,0.993056130847032,0.990552109671096,0.994017579973988,0.989845180533249,0.994496808829205
"FOXF1",0.99518295424284,0.986508383750417,0.998216341311464,0.989825583199206,0.997631818417868,0.997869724381457,0.99833944967071,0.993850892830916,0.997289802671488,0.99550233948485,0.992199849631494,0.99521254089267,0.991564740960981,0.94110364510004,0.985339615806182,0.980650865506089,0.996622890548679,0.994003236798535,0.991375963132852,0.989879581103027,0.992420313358444,0.99529231261027,0.987200210386268,0.987593996559581,0.994868809885714,0.996686328349443,0.987572209464362,0.996616014895127,0.995092546756977,0.986722201757384,0.995043571325938,0.998336656617358,0.996955640229393,0,0.996948816573542,0.993739393120658,0.997413921304584,0.980818639648788,0.997533871610339,0.988409139251898,0.982817931291902,0.996402506688661,0.990710544921845,0.994329241512114,0.974250319653208,0.988367158530507,0.998652671460653,0.993320441213138,0.998223676748228,0.997890199948016,0.989958377590638,0.997307046468242,0.994637293440296,0.997129602325286,0.996268949605023,0.992261254009281,0.994959197152463,0.998323778053922,0.998353703469628,0.997233221414108,0.990332454332346,0.998316131780687,0.991695856221713,0.997513244804171,0.987125158314323,0.993274125792372,0.996800112937089,0.996714924833942,0.982625283228542,0.992179987124703,0.989386220593038,0.996469330043396,0.994637563666295,0.996090385755779,0.988579716504181,0.995717658685059,0.998535596330635,0.993337982836472,0.993671707607689,0.987913225025732,0.994905400836304,0.993230865859187,0.995509235743137,0.996536727492768,0.996113055996578,0.980939115019402,0.997965274146808,0.99340300189935,0.992350167541142,0.997472321049972,0.996037090746612,0.963477720015124,0.997709371092975,0.998645403851831,0.997095277371327,0.993041407044842,0.986095101621012,0.996066178381259,0.995488882353701,0.99776509194545
"FOXL2",0.994727793125966,0.987779873158118,0.995070935552531,0.990254151999555,0.991871401842757,0.992651567174036,0.995084726337127,0.989815503709039,0.996113248544411,0.992413788097531,0.991080610965188,0.993286054124149,0.990510117653232,0.951807601305002,0.989746984438494,0.985156228082871,0.994362730979507,0.994997515617423,0.991006222163249,0.988824494402292,0.988448011443191,0.991503152879241,0.987599948436199,0.985557111045929,0.987509776033359,0.995834909196029,0.986043864340958,0.994858121095415,0.993115366950699,0.983230223934104,0.993380187565999,0.996337405027182,0.997027568572836,0.996948816573542,0,0.994033991047991,0.995176808085333,0.986281190533093,0.99439899050261,0.98963045047958,0.988850831129136,0.996942756625829,0.994012759163153,0.991826943866673,0.975845376683336,0.985577167285519,0.995518569426874,0.99381596358451,0.994274929193234,0.99487823714983,0.983104341532511,0.994021148101716,0.993611483503599,0.993576051699489,0.989544985574701,0.983488698052735,0.987514730495251,0.994472551311508,0.994678567409386,0.991580886695634,0.989988982627534,0.995193702001963,0.994684660562972,0.993418065567929,0.988321212846955,0.99149592911322,0.993538437516608,0.995689599808313,0.983027639923653,0.989371015920147,0.988853431635721,0.993518316411316,0.99100145679971,0.993723260208359,0.989356035402256,0.993304969360095,0.994616451029578,0.990439366327451,0.993096526697415,0.986845461881432,0.994454663102626,0.989620833302773,0.991817114738925,0.990660057193603,0.995798666900955,0.985554870387342,0.995530647620514,0.991056945478858,0.989788619352095,0.991741489279717,0.992456302974172,0.969089447029257,0.994695514199179,0.995158472014623,0.993687239111966,0.990696691341981,0.99067526995258,0.992136774062945,0.989213752297488,0.993227243112983
"FOXO4",0.992386375667567,0.98991791848078,0.993980965209127,0.993765296381155,0.988890828042426,0.989880194535337,0.991284370611687,0.991680972790181,0.992970735208926,0.993140596720236,0.993310439855951,0.994815011110414,0.992827621717492,0.946926143492888,0.985670795981168,0.982079084868562,0.990677549150042,0.993768456294305,0.992689214710978,0.992155204529634,0.990834274747178,0.991217265758097,0.987590313558014,0.983175314610057,0.985630053388494,0.993725565802241,0.986250212372125,0.992374254991433,0.986847974673972,0.978045993579307,0.988765520258791,0.993977410658086,0.994888850076022,0.993739393120658,0.994033991047991,0,0.993677188358824,0.98074404291556,0.992522444066323,0.991941441330119,0.986161382700626,0.992555013105232,0.992066017016045,0.993963299518878,0.978095187929847,0.985502087121249,0.99112213006165,0.991791400965109,0.991543858071388,0.993094835206853,0.981152171559374,0.990926307792258,0.98875426444023,0.992238647197917,0.987272881208456,0.980455484011814,0.983387577332587,0.992776162611744,0.99326420176506,0.988144664501066,0.983267200694409,0.991413365575754,0.990179828148664,0.990380032402094,0.986647098040379,0.984380781564464,0.991910889928472,0.992580565870988,0.984026399835002,0.991972272670789,0.993689595457034,0.993800939764362,0.991499564306949,0.991357781831236,0.989547964142197,0.994227849492619,0.99137816774821,0.991128691842639,0.994365952012967,0.987725961808806,0.994145663884765,0.987073309119212,0.991294061100804,0.986370807213118,0.992564798465447,0.986577387370732,0.993768627508069,0.990205180730566,0.988567372527411,0.990252111476558,0.988575442748008,0.973890986446133,0.992070631337506,0.99324580321466,0.993980901343677,0.989445122822975,0.986125241632123,0.993136715889058,0.985990361523831,0.991652028992346
"GLB1L2",0.99451192728635,0.987232903346402,0.997727817109089,0.99051992474135,0.99541061738627,0.996418622486004,0.996106469383395,0.994377653040235,0.996488301810158,0.99594879411371,0.994055064993647,0.99631930879576,0.993617622922151,0.93964242487738,0.984665681291141,0.979956857844191,0.99556507087978,0.993808866190522,0.992472646215487,0.991271423750488,0.993738599224597,0.994470761104327,0.985702649007643,0.985795404679894,0.993179019399823,0.995661739949593,0.98790540337056,0.996271578607144,0.992518238262933,0.984681391422597,0.993677510700039,0.996607733055703,0.995778407214329,0.997413921304584,0.995176808085333,0.993677188358824,0,0.98017900267941,0.997054453249689,0.98987507663577,0.982370463808601,0.995493693971664,0.99041786863828,0.995345200997971,0.976059260453766,0.988932119429783,0.99679018436276,0.993337622635097,0.997103951068676,0.997187283576546,0.989038306649186,0.996171288385133,0.992932561758998,0.996623485683533,0.994373726760953,0.989342900569484,0.991644787558571,0.997326144506417,0.997268901310707,0.994662319503007,0.987525909999471,0.996775621764201,0.990791577742454,0.996050919910399,0.98557426117233,0.99044078929982,0.99555369007902,0.995767784840583,0.982861826793123,0.993390835152471,0.991807173889732,0.996949461529121,0.995409921980241,0.995005254695757,0.989807289430519,0.995816163363177,0.997199834711532,0.99301767158673,0.994852435588686,0.989552954261353,0.995326555391641,0.991542941658454,0.995788708009667,0.994015307360888,0.99436684019299,0.981821222945684,0.996598922543324,0.993632909245452,0.991935439358749,0.99627782769133,0.994868954732656,0.964531838994879,0.99692746021261,0.998047667097022,0.997448088978434,0.99317827091496,0.984612267934817,0.996462975662209,0.993945001216173,0.996984449004072
"HES7",0.982460253695409,0.979142741587164,0.979250647512326,0.975837318350711,0.973170070190381,0.973858389538151,0.977646581517371,0.971307198221659,0.983217793609101,0.973921846995511,0.976698168142825,0.9785634339433,0.976729344371737,0.964356951982503,0.987621844216405,0.983350978204184,0.980206188954718,0.986961392943292,0.977180041304745,0.9732087197599,0.969286784812211,0.975872122217884,0.979731898867075,0.976437084267527,0.966719711668055,0.981285170082775,0.968193178092656,0.981446508402015,0.980886405878954,0.967798945268806,0.981755620052449,0.980433961685652,0.984369926065871,0.980818639648788,0.986281190533093,0.98074404291556,0.98017900267941,0,0.976402581355349,0.979772960620855,0.984888897378883,0.986423816843923,0.984627273589924,0.975727483619315,0.9679313237229,0.969189475556618,0.979793833339281,0.980958678500763,0.976706687790005,0.977843840454656,0.964806225384346,0.976919420026825,0.980455027021436,0.975785500468977,0.969859288949433,0.963511243414284,0.96864295653699,0.976573372198826,0.976523449933288,0.974577036546645,0.981494063458999,0.978353362144538,0.989571063672482,0.976083035568934,0.980362929295878,0.981867343632467,0.979090170798285,0.9800580844099,0.971864060507186,0.973033855132711,0.974557192356309,0.976396269728013,0.972654682380509,0.98040391022344,0.977721918426435,0.97752789662918,0.977820125688245,0.974556411625905,0.981542072431443,0.971339131370292,0.979602883904042,0.97232823315517,0.976668902498519,0.971363575162741,0.983975709099025,0.982117467941205,0.982255789418641,0.9754986627627,0.973469133205191,0.972421176283205,0.977400157928805,0.969729268235812,0.977852521156422,0.97808287356748,0.975745596823453,0.975487520982334,0.985236230309607,0.972936370680637,0.96967764502296,0.975139129500263
"HK2",0.993908068105453,0.985382696583208,0.99797378936094,0.989524291132581,0.996648615647911,0.997599075250342,0.996877550232082,0.995088231211215,0.995766952165979,0.996707531645697,0.992793155695024,0.995396798988448,0.991920303223563,0.935281574911769,0.981818521445774,0.97753709998928,0.995805088032416,0.992134304026295,0.991948705784655,0.99073923086259,0.994845736381284,0.995333743106217,0.982966349306872,0.983631850762314,0.994655270044787,0.995205647971712,0.988669983818179,0.996082203992476,0.992897427636948,0.986596921075343,0.993399802406232,0.996852271577501,0.994980936982815,0.997533871610339,0.99439899050261,0.992522444066323,0.997054453249689,0.976402581355349,0,0.98794989359494,0.980205990295349,0.994825256198059,0.989357693648722,0.994804106774379,0.974254893430964,0.98814513271048,0.997171365560652,0.992734671032923,0.997966205483123,0.997724055822168,0.990141040185579,0.997088339257551,0.993304575875333,0.997519466141227,0.996177299177996,0.991205585232892,0.993399542264895,0.998141310368953,0.99804467357021,0.995491106749413,0.987245243133131,0.997652871251727,0.988488571924092,0.997156019178897,0.984816889442529,0.989536948649437,0.995737096410367,0.996138873237093,0.982982916987399,0.993132025576556,0.991379574569937,0.997683043220487,0.996541735625904,0.994608719897953,0.989675029933816,0.995804635280293,0.997645538505733,0.993233945584063,0.993911719704177,0.988276372083809,0.995233441176855,0.992113181466626,0.99600906007874,0.995643613829078,0.993619505568542,0.978660252176313,0.996598136782668,0.993175014364509,0.991523519758927,0.997427165869535,0.995747943438098,0.960133717820469,0.997372211647277,0.998428388098885,0.99827968826974,0.993340565626771,0.982274045594279,0.997280690868171,0.995434351308698,0.997639880051772
"HNF4A",0.98746933539383,0.98558298189634,0.989288646052208,0.988286404232842,0.982678712030593,0.98425405348612,0.985416935118216,0.986218233452419,0.989078996894339,0.988646587934998,0.991577843288077,0.992059831247701,0.991520722512499,0.945515905235092,0.983794112169707,0.979099139470821,0.986663627995594,0.990715314811756,0.989532641065978,0.987623514431793,0.98595710140241,0.986557598461344,0.981220098084058,0.976801564097938,0.979141366069954,0.989323489416503,0.981620829750707,0.989256392920945,0.98241893709332,0.972685767230079,0.984920319322375,0.989385542673131,0.991387666258047,0.988409139251898,0.98963045047958,0.991941441330119,0.98987507663577,0.979772960620855,0.98794989359494,0,0.982521904232767,0.988697441417463,0.988193237360857,0.989501001234505,0.973937693837935,0.981141297905891,0.98610957968723,0.986969498995588,0.986768448303327,0.988260912608661,0.975335651507248,0.986055719741417,0.984786432291209,0.987203299932859,0.981149824959151,0.973509728383133,0.9766292163849,0.987859986809927,0.987811931887727,0.981498924588833,0.979362907158925,0.98623583269179,0.987467349767617,0.985423759127545,0.984036289706516,0.980029001038029,0.986853167537796,0.988080554505447,0.980605630013462,0.987351852839516,0.990270457244193,0.989300597702074,0.987849273002309,0.986578749469266,0.985145871990497,0.990216089192824,0.986414309100812,0.985750683457387,0.990567005012323,0.985699208475366,0.989080419936406,0.981616908325986,0.987285838747853,0.97996467016681,0.988417592180273,0.982869065588403,0.988783498625333,0.985675686261768,0.983469261201655,0.98433402133966,0.98416135069666,0.970774780857822,0.987127982909803,0.988756267702069,0.989349223500218,0.985556916602383,0.983189092319721,0.987975579886176,0.980826857101188,0.986385158995587
"HOXA13",0.987042497200639,0.985659155615763,0.981417356419409,0.987685856323085,0.973653673574559,0.975523166713968,0.979794966058853,0.97745182306172,0.982176254675343,0.980906671030379,0.984960571048087,0.98482384975934,0.984323683708784,0.956545043501969,0.984258641760371,0.979494882557412,0.979126654425145,0.989061264736276,0.981478569563095,0.984378049169531,0.976001731887169,0.977319824162997,0.978709511823459,0.974768137794622,0.965959582036169,0.982151402747842,0.981146720590773,0.984995524432971,0.977747150009858,0.974621331359241,0.978460323252807,0.984837763694356,0.989120889644988,0.982817931291902,0.988850831129136,0.986161382700626,0.982370463808601,0.984888897378883,0.980205990295349,0.982521904232767,0,0.989706736979697,0.996322304700605,0.983696090756338,0.979900782983665,0.973565710807599,0.980391783047029,0.986832736482809,0.978507327949012,0.981395509838047,0.966537397180194,0.98067973080364,0.982563152921268,0.979006883699932,0.970676590522729,0.96137109787003,0.967239858705843,0.980110032036547,0.980674547125574,0.974259907144307,0.976399128584861,0.982617375997042,0.991297873125137,0.978021079753043,0.982100621797122,0.977953882038843,0.980857098419046,0.986615667823866,0.983013239556475,0.98185512224417,0.98233240980702,0.980698920188315,0.97818164661749,0.982704238648945,0.988451504551365,0.981858606744309,0.977790343485425,0.98135637140142,0.986597813521557,0.976711345465027,0.987315643128507,0.975429200648007,0.978442991690657,0.971559088262828,0.985148833806246,0.985603350999195,0.983880190480518,0.979581022677126,0.976082319445104,0.974973880994029,0.978253679127593,0.978442459077556,0.980319576234176,0.980666967113897,0.980487869134213,0.982127596765326,0.989914993681076,0.978704795623532,0.970009644955882,0.978568268121295
"HOXB9",0.99546954774707,0.988747329454807,0.99553393113801,0.989916275937209,0.99233490067688,0.993264518383162,0.994721087845831,0.990874091255079,0.996204094517675,0.992777224827861,0.991900869697694,0.993877171275027,0.991346962144948,0.95059607300302,0.989133820341496,0.984494116705978,0.994569982465595,0.995388985996356,0.990861875032574,0.989196338403779,0.989266656450984,0.991838698430993,0.987040359502452,0.98615176518406,0.987953989371686,0.994603409166938,0.987144725346053,0.995789199468731,0.993517134416887,0.986276865207031,0.993584851392278,0.995779263332716,0.996345155563944,0.996402506688661,0.996942756625829,0.992555013105232,0.995493693971664,0.986423816843923,0.994825256198059,0.988697441417463,0.989706736979697,0,0.994443999213323,0.992494635549942,0.978533885381469,0.98614794697754,0.995949053782415,0.994266521493315,0.994656557268647,0.995229393039697,0.984944629184511,0.99490419777826,0.994684741003132,0.99408822114264,0.990470374898552,0.984505722685127,0.988321184381711,0.994912030226749,0.994845663546159,0.992211941633932,0.990337825971765,0.996202669433214,0.995496495836061,0.99379155850521,0.987531693176781,0.992116624831544,0.993975670498137,0.996222926507013,0.984631127636964,0.990442082349399,0.989372075758452,0.994121174161786,0.992055151350395,0.994809080785575,0.990840975223892,0.993504637951882,0.995055631564526,0.991244827979,0.993854703034956,0.987339273294841,0.9951374358608,0.989776066792581,0.9931263332825,0.991147742325337,0.995086723724875,0.985950756926795,0.995837675393605,0.992147067413917,0.989518387192293,0.99245804835236,0.993476725620412,0.969087248945932,0.995021063066375,0.995539271261653,0.994240143681528,0.992429941037032,0.989300168643416,0.992525134212541,0.990145093815226,0.994097161293292
