"","AHR","ARID1A","ARRDC3","ATL1","BAK1","BCL2L11","BCORL1","BPGM","CBFA2T3","CBL","CDKN1A","CDKN1B","CDKN1C","CEBPA","CEBPB","CEBPE","CELF2","CITED1","CKS1B","CLDN6","CNN1","CNNM4","COL1A1","COL2A1","CSRNP1","DLX2","DUSP9","EGR1","ETS2","FEV","FOSB","FOXA1","FOXA3","FOXF1","FOXL2","FOXO4","GLB1L2","HES7","HK2","HNF4A","HOXA13","HOXB9","HOXC13","IGDCC3","IKZF3","IRF1","ISL2","JUN","KIF2C","KIF18B","KLF1","KMT2A","LHX1","LYL1","MAML2","MAP2K3","MAP2K6","MAP4K3","MAP4K5","MAP7D1","MAPK1","MEIS1","MIDN","NCL","NIT1","OSR2","PLK4","POU3F2","PRDM1","PRTG","PTPN1","PTPN9","PTPN12","PTPN13","RHOXF2","RREB1","RUNX1T1","S1PR2","SAMD1","SET","SGK1","SLC4A1","SLC6A9","SLC38A2","SNAI1","SPI1","STIL","TBX2","TBX3","TGFBR2","TMSB4X","TP73","TSC22D1","UBASH3A","UBASH3B","ZBTB1","ZBTB10","ZBTB25","ZC3HAV1","ZNF318"
"CDKN1A",0.991747158679656,0.989334451843301,0.993721650684954,0.993984688916553,0.988182845075917,0.990115084855605,0.990043780318028,0.993005314607971,0.990411219379094,0.994954751544572,0,0.998473756288706,0.998494465492613,0.939398983535098,0.981954842853683,0.976578440120366,0.9899029878338,0.992741391331993,0.991593819571035,0.994951374787097,0.992708886606188,0.990230791906995,0.981502822245936,0.977966061711421,0.985380899552219,0.990437766129845,0.989319969217177,0.994220439110691,0.984505209794761,0.981715930567866,0.987223130767639,0.993369317340771,0.994307964735024,0.992199849631494,0.991080610965188,0.993310439855951,0.994055064993647,0.976698168142825,0.992793155695024,0.991577843288077,0.984960571048087,0.991900869697694,0.991512732572438,0.995993486420815,0.983850470702252,0.986717314592318,0.989907317030001,0.990917829582846,0.991825795642756,0.99354466073358,0.985156158217335,0.992079573081075,0.987995587577018,0.992129885964429,0.987398633793188,0.980382822728193,0.983014845190714,0.992979524875137,0.993314118409786,0.986860937931735,0.979740362121184,0.992074927598315,0.988348492404209,0.990747174319093,0.98419947025664,0.982443864563174,0.991519670456535,0.993317039108958,0.986577905306731,0.994853475415489,0.994557680311945,0.99450020723918,0.993546384354986,0.990212608084153,0.991628694863294,0.993935273078562,0.990275737380685,0.99220512566047,0.994452925609104,0.988743862111688,0.994783297425304,0.987634906060706,0.992840290061103,0.985863279556418,0.989571115710721,0.984295976233656,0.992601735963629,0.990640923215989,0.988477763309426,0.990827989074616,0.989854556923172,0.972810847095415,0.99252028118607,0.993883200017107,0.995109970896695,0.992854341887311,0.983401435500323,0.99447350872152,0.987533633540454,0.993040299680762
"CDKN1B",0.993950152734513,0.989801105653541,0.996297226240465,0.99454837170969,0.992405076311342,0.993805378030935,0.993597184816593,0.995167822865627,0.993218093459757,0.996911779531489,0.998473756288706,0,0.99785525148591,0.939786963471898,0.983361370765316,0.978250153789848,0.992915312275629,0.99399109977435,0.992914192768674,0.995449723215094,0.995068018072405,0.993313176174713,0.984515311916723,0.981960127525872,0.98981852724472,0.993078585434233,0.990604166079983,0.995999029057617,0.988041939532668,0.98463055433292,0.990425655292435,0.995818978655662,0.995898908377969,0.99521254089267,0.993286054124149,0.994815011110414,0.99631930879576,0.9785634339433,0.995396798988448,0.992059831247701,0.98482384975934,0.993877171275027,0.992089167504817,0.997244264116094,0.983009911674398,0.988561190973138,0.993394806414026,0.992766072160837,0.994911311284592,0.996058549309408,0.988314525934485,0.994805008990183,0.990733307453976,0.995128939933591,0.991714306306316,0.985730067354984,0.987939562117169,0.995858229283526,0.996155325262342,0.991348354878301,0.982965780910949,0.995017886836178,0.989861341033879,0.993985318949029,0.985684315780871,0.98621121232807,0.994480897227771,0.99535010347385,0.98719917069799,0.996103562194402,0.9952098009446,0.996642647115815,0.995644747287437,0.993550352090642,0.992482895006925,0.996271824785483,0.993847682726217,0.994472330635644,0.996188001248741,0.989430646224523,0.996214773683398,0.99010576472887,0.995177857797089,0.990290065226195,0.992157104378765,0.984150488373653,0.995463002971449,0.992559526922301,0.99067673226915,0.994399333850553,0.992724585069184,0.971840896987823,0.995119310937537,0.996564619787041,0.997291725999923,0.994407037022378,0.984556203250053,0.99669118821071,0.991275083939563,0.995923655404532
"CDKN1C",0.990793069183622,0.987936697512907,0.993060039383269,0.992669143271334,0.987518140967568,0.989494957100652,0.989248306721472,0.991919127630746,0.990270559686802,0.99386612637808,0.998494465492613,0.99785525148591,0,0.940142569124716,0.982229260231177,0.977268120074726,0.989801639811754,0.992296368001465,0.99031524049819,0.993423295281144,0.991371967255923,0.989455981349511,0.981964499666545,0.978226871378697,0.985131628142345,0.99025770921297,0.987733365965081,0.993057344325882,0.984022165406155,0.979937255645145,0.987426316476552,0.992528141304277,0.993644216935783,0.991564740960981,0.990510117653232,0.992827621717492,0.993617622922151,0.976729344371737,0.991920303223563,0.991520722512499,0.984323683708784,0.991346962144948,0.990748015479916,0.995079894417953,0.981832913255011,0.98638786657696,0.989435679575841,0.990316732601693,0.991098143360244,0.992756481899013,0.984505542501201,0.991101281452422,0.987372770109196,0.991379636078803,0.986949929596649,0.980082251808358,0.98257775315681,0.992287714053892,0.992476552929185,0.986450421304148,0.97928839246639,0.991187181759112,0.98789652548289,0.990005928357492,0.984027286874243,0.982562439879845,0.991045715787956,0.992105720671861,0.984345039471589,0.99373372273229,0.993441319649087,0.993804608481882,0.992393687341448,0.989769109288622,0.990206452373874,0.99325209466154,0.989842090126838,0.991197539743745,0.993637146239677,0.987810799380132,0.993736899395172,0.986976844575255,0.992200120285556,0.985193219874008,0.98956125490968,0.983704643639356,0.992193637780029,0.98983305174511,0.988048822581936,0.990089839662481,0.988949575204512,0.971493724812691,0.991949407101186,0.993296831693216,0.994164979634775,0.991521359527169,0.983572611989733,0.993377739169448,0.987042168088163,0.992362165742531
"CEBPA",0.944346246169036,0.945920846830111,0.939220896831314,0.938852662617677,0.929680963325966,0.930586150413673,0.936922165524743,0.929242185248498,0.947955385693667,0.931625780786803,0.939398983535098,0.939786963471898,0.940142569124716,0,0.976475337682274,0.981950097350283,0.948627960162359,0.952016468172841,0.940114438210576,0.933493623848077,0.925389984126404,0.934617826686322,0.952982904017211,0.942900546139112,0.922594456538915,0.945141939923307,0.924205579193749,0.941844793829809,0.946744876830556,0.923755336182446,0.953924401579325,0.939539345488078,0.946000325351661,0.94110364510004,0.951807601305002,0.946926143492888,0.93964242487738,0.964356951982503,0.935281574911769,0.945515905235092,0.956545043501969,0.95059607300302,0.951072373734438,0.935091164746957,0.933180656587669,0.930829592850642,0.938610665410513,0.944283851012746,0.934356001551523,0.936304165599579,0.920116466043059,0.935511654214924,0.942682196213886,0.933059645106558,0.925433677388771,0.917780600135979,0.923746280149245,0.934412049534461,0.934649804986997,0.93224499908138,0.953117158841034,0.936025667461122,0.955677848943836,0.933011118602913,0.948887616921414,0.947640685561143,0.940428895158633,0.940155677754982,0.93567318232345,0.932012655256713,0.938235399137192,0.935625766890316,0.930143944182515,0.940197418083756,0.939456755256937,0.937769586988243,0.936893904841172,0.932771100021573,0.943873315621655,0.935074410671181,0.942333762025176,0.931872748602444,0.936089592057406,0.9274941903728,0.945931708035191,0.970634383361384,0.944305368081609,0.93556276772188,0.933570384945068,0.928017689890221,0.938503234171721,0.944233847618957,0.937080016556408,0.936993408520477,0.934591582520618,0.935277363634601,0.949663711418592,0.930926827482101,0.925880293625848,0.932669926583026
"CEBPB",0.98530324985759,0.980721966316712,0.984214978965293,0.979198042424065,0.978491373969279,0.979465460076166,0.982351930662132,0.977070409546721,0.989131440689718,0.978930153665925,0.981954842853683,0.983361370765316,0.982229260231177,0.976475337682274,0,0.995602715936655,0.988930196524734,0.988595326124655,0.980681841620063,0.976955389538291,0.974624211389108,0.981055378465915,0.984580564072115,0.979670407445943,0.97386808151747,0.986470459936129,0.970829028162918,0.984985810865536,0.986311545297404,0.970072426603994,0.991018265230916,0.984357512062675,0.987023632845704,0.985339615806182,0.989746984438494,0.985670795981168,0.984665681291141,0.987621844216405,0.981818521445774,0.983794112169707,0.984258641760371,0.989133820341496,0.986165226514641,0.980678949956768,0.967982159622922,0.974753701982341,0.983886767598299,0.984423066928538,0.98191555997194,0.982810628640228,0.970011590719886,0.981836362991877,0.984129298498474,0.981109672395933,0.975764029409342,0.969371834180398,0.973572055959089,0.981843530154726,0.981916586862498,0.979185690278751,0.987062102196789,0.982111187788499,0.989839821884966,0.980487731597,0.982496964846323,0.986578585029548,0.98363400903495,0.983368971737789,0.973456628963164,0.978171306554857,0.979876542113232,0.981712867932117,0.977898610886503,0.984346429672861,0.979320885458878,0.982639148130211,0.983315637308706,0.979205888912127,0.984356307958807,0.977137847786859,0.983828467475651,0.978060885172201,0.982051638401733,0.976829415829517,0.986316872712321,0.990126973123924,0.985960085793116,0.979376126472232,0.977969274862196,0.977932418442985,0.981917148490824,0.968550870077571,0.983061959685036,0.98360476136365,0.981400336859477,0.979133386247259,0.982881530843181,0.979026691068782,0.976107697361042,0.980593059756736
"CEBPE",0.979293020964493,0.976048195405103,0.979583494525777,0.973110677699624,0.973969371117888,0.974784036205493,0.977664235003205,0.971640829687393,0.985486292916599,0.973625516490404,0.976578440120366,0.978250153789848,0.977268120074726,0.981950097350283,0.995602715936655,0,0.98581014461577,0.983404257261363,0.97670061195228,0.971220816840047,0.969562080129441,0.97536864058551,0.98176465410737,0.976699463575937,0.97024099687433,0.983153269414654,0.963391456231473,0.978964697560482,0.982219789967766,0.962193127316837,0.988212490978602,0.978703250442963,0.981325826835995,0.980650865506089,0.985156228082871,0.982079084868562,0.979956857844191,0.983350978204184,0.97753709998928,0.979099139470821,0.979494882557412,0.984494116705978,0.981212808223274,0.975157684109017,0.95974910770497,0.970809658477367,0.979164306711142,0.979909345740367,0.977186699613635,0.977683327510622,0.963697628711088,0.976420463376818,0.979474506795169,0.976239117305735,0.971459924199875,0.964786852063165,0.968894501280462,0.976953402590456,0.977053261420723,0.974567262768709,0.983362034698036,0.976880755201651,0.983886580108101,0.975452016626931,0.97903665841109,0.981937326278246,0.979391939606715,0.977722085121852,0.966006794837979,0.972052134499327,0.975203266427035,0.977527685657953,0.972544871918409,0.978813315247189,0.97489661658538,0.977550711533739,0.979205539578477,0.973289090611213,0.979272699059922,0.974125749996516,0.978915112018485,0.97375446814645,0.977556278185644,0.972518582400593,0.981886845718118,0.98817198605024,0.981554857750347,0.975143608042432,0.973952145958311,0.973022547019307,0.977482572082207,0.960948159330493,0.978310151085515,0.978966452888378,0.976801057665587,0.973029904568192,0.976740339886741,0.973975714894443,0.972002432688977,0.975935337723361
"CELF2",0.992575014142343,0.982717052226957,0.996431801824881,0.985291946569349,0.995491662748375,0.996009592086207,0.995428475219341,0.991230826849128,0.996740172546912,0.992828863340786,0.9899029878338,0.992915312275629,0.989801639811754,0.948627960162359,0.988930196524734,0.98581014461577,0,0.991470447483154,0.988491577182888,0.98598305497869,0.989938414373279,0.993581286032695,0.985122098229791,0.985690621263593,0.99342254850645,0.995201857713924,0.983404973647882,0.994604511921037,0.995149306269709,0.983961643093604,0.997756076051017,0.9947837117,0.993444691776608,0.996622890548679,0.994362730979507,0.990677549150042,0.99556507087978,0.980206188954718,0.995805088032416,0.986663627995594,0.979126654425145,0.994569982465595,0.987436904282101,0.991129173157982,0.970036106237964,0.986020311403558,0.996775116017533,0.991132863622438,0.996695827981896,0.996050500352065,0.988511261449411,0.995396788354626,0.993142336110338,0.995454131048747,0.994502574732659,0.99015482750016,0.992681958940399,0.996125923977332,0.99598488747486,0.994861097516473,0.9911780798289,0.995772069853092,0.989393439347782,0.995565485230261,0.984860641950487,0.993547942996104,0.994899047080057,0.993800944163487,0.978723166204441,0.989073618245639,0.986735862322074,0.994479673841482,0.992460629892877,0.993500108218635,0.986099425887066,0.993045989525427,0.997200194277361,0.990358223392328,0.990959738562675,0.986455912262795,0.99236254738586,0.991868778571495,0.994562040186729,0.994730861682056,0.993348379508701,0.980889298240207,0.995707631409544,0.990838019055187,0.989708705352332,0.995141959421534,0.995013462424828,0.958183699656036,0.996339645771687,0.997059035099966,0.995014621338237,0.990232660244175,0.982108430167829,0.99334662382078,0.994572795886043,0.995795568618323
"CITED1",0.993892298177958,0.990080020326287,0.993693134369994,0.991202580205191,0.988760165044707,0.989928346832658,0.991645871092841,0.989248575198808,0.993979847718359,0.991287512757978,0.992741391331993,0.99399109977435,0.992296368001465,0.952016468172841,0.988595326124655,0.983404257261363,0.991470447483154,0,0.990710127423055,0.989358576460031,0.987935613005019,0.990277950383725,0.98738240155369,0.985339994903803,0.984697301293058,0.993090199369698,0.98521359113783,0.994467388816106,0.990139296970587,0.982426996948172,0.990497085526773,0.994030495923463,0.995799776130167,0.994003236798535,0.994997515617423,0.993768456294305,0.993808866190522,0.986961392943292,0.992134304026295,0.990715314811756,0.989061264736276,0.995388985996356,0.993187013354669,0.991687577386952,0.979975594773917,0.984743166429665,0.992481842474041,0.992799906523801,0.991758563501678,0.9928875351091,0.981778847416654,0.992350610396613,0.991499204441791,0.991517036149563,0.986834410348694,0.98080475261054,0.984415681594512,0.992557105009339,0.992597505153956,0.988980872520282,0.987616272112746,0.992746466258862,0.994698341520578,0.991296150959833,0.987678475434205,0.988843131713006,0.992260915874265,0.993800353537964,0.985029711834001,0.989514121605541,0.990365946509281,0.992594325248477,0.990108400630914,0.992624078898258,0.989471536767047,0.992828569815296,0.991905303161356,0.990187697426056,0.993581706580226,0.98701607224908,0.993725727629758,0.988914794296209,0.991478258872157,0.987025173391899,0.993432593101198,0.986564019756544,0.994419567934706,0.990542143395272,0.987879154414911,0.989411395024327,0.990136671719244,0.974745790932673,0.992848559485935,0.993358841172603,0.992533566106924,0.990935000284826,0.989654417179063,0.991105268302709,0.986344953443756,0.991556096374854
"CKS1B",0.990698810623663,0.988848723475865,0.992897446609413,0.991155215784076,0.987742687276113,0.988921824660917,0.989876185925641,0.992270602469307,0.990712355479112,0.992790562553867,0.991593819571035,0.992914192768674,0.99031524049819,0.940114438210576,0.980681841620063,0.97670061195228,0.988491577182888,0.990710127423055,0,0.991126193187002,0.992329945887689,0.990502951440826,0.982252115442744,0.980284785823,0.98372057256004,0.990999615169019,0.986780966510688,0.991913483150121,0.985414220076759,0.980575059575837,0.986372531167688,0.991779360364203,0.99196105057374,0.991375963132852,0.991006222163249,0.992689214710978,0.992472646215487,0.977180041304745,0.991948705784655,0.989532641065978,0.981478569563095,0.990861875032574,0.988433318448607,0.991871692510148,0.979082714939957,0.985235403351954,0.989483791332637,0.989249620507963,0.99055311491828,0.991804251925994,0.981531083142038,0.98986663995348,0.987836433786852,0.990522914821158,0.986195338863071,0.979596456507274,0.981923774850593,0.99124953938092,0.991650821636055,0.986837518655546,0.981605113304995,0.990443749445007,0.987121385599989,0.989156400513788,0.983088274526844,0.980549298908494,0.990101429752083,0.991934718547983,0.985955141826889,0.990510627698259,0.993551577219736,0.993515636074246,0.993458360965352,0.989873892591147,0.988377658335472,0.992795215760927,0.989897298134782,0.98949130741553,0.993743227320598,0.988789767748765,0.992881977733692,0.983361854499222,0.990901843128918,0.985178712752995,0.989127203239133,0.982830227394089,0.991523861420912,0.990740956942131,0.986351182551157,0.98916906813869,0.988051487604932,0.968389278850493,0.9900374185285,0.99171064129437,0.993789632059431,0.990136566150586,0.980798787757153,0.993186404125956,0.985039502813508,0.990175161113944
"CLDN6",0.991293864370559,0.987928829660951,0.991424870547788,0.996123869955862,0.986672691197944,0.988430518896255,0.988789204133661,0.993895040498565,0.986138128794718,0.994944496468963,0.994951374787097,0.995449723215094,0.993423295281144,0.933493623848077,0.976955389538291,0.971220816840047,0.98598305497869,0.989358576460031,0.991126193187002,0,0.994313150905264,0.990054471193233,0.97843501909322,0.974441636823849,0.98270350445995,0.986809209423062,0.993332450839751,0.992377190152928,0.980057331963286,0.982706915414389,0.982526333340661,0.992201180913504,0.992074471010398,0.989879581103027,0.988824494402292,0.992155204529634,0.991271423750488,0.9732087197599,0.99073923086259,0.987623514431793,0.984378049169531,0.989196338403779,0.990898722491175,0.996141233039719,0.987296447278639,0.984420522353928,0.987269026047969,0.9894649266853,0.989483985987916,0.992001295315771,0.984763324404765,0.990260113523307,0.984801100484762,0.990306986803678,0.985892555591302,0.979309040418162,0.981187083492237,0.991349054835553,0.992110596324759,0.985567165881034,0.97417156054387,0.990590809365926,0.985866471342676,0.988818885516091,0.981169581319498,0.978441905115992,0.989548003904472,0.992807205345971,0.989926725292283,0.99618146592604,0.99464859562625,0.992698274939108,0.993619609156223,0.989535111509358,0.993845896356366,0.993666198872043,0.98733483074182,0.992645674748611,0.994653816353117,0.984872199828292,0.994575413678424,0.983208754862851,0.990271790419673,0.984043554073388,0.9864774130415,0.981404180596581,0.990600749730087,0.988969748780113,0.985751246624734,0.989873098287526,0.987559234084451,0.975146032712314,0.989675027314485,0.991105521596905,0.993882810960325,0.993099745434601,0.981071597353016,0.993910150744175,0.984441870919128,0.990970643843115
"CNN1",0.991127831422179,0.984454873656735,0.994699436598338,0.992155719732236,0.992317103225287,0.99367606086464,0.992255810339245,0.997011714717415,0.989233667426196,0.997392686310072,0.992708886606188,0.995068018072405,0.991371967255923,0.925389984126404,0.974624211389108,0.969562080129441,0.989938414373279,0.987935613005019,0.992329945887689,0.994313150905264,0,0.99383128822562,0.977144486146246,0.976991820283484,0.990409462434437,0.988949945953006,0.992089972647092,0.993531154866549,0.983972200275374,0.984890230739062,0.986339350633767,0.993259563091313,0.991079973561791,0.992420313358444,0.988448011443191,0.990834274747178,0.993738599224597,0.969286784812211,0.994845736381284,0.98595710140241,0.976001731887169,0.989266656450984,0.985882883445856,0.9952750624075,0.981114801472559,0.986269622509478,0.99129575072873,0.989314765953999,0.993824086124538,0.99463187941394,0.989752164373289,0.993558103979351,0.986734644596519,0.994795025594285,0.9923435843851,0.987216150852644,0.987742192625551,0.994857160038984,0.995225942147853,0.990954333488822,0.977106741480452,0.993568786270193,0.983022961602162,0.99261651347268,0.978824238663371,0.980847694979577,0.992346101334986,0.993148790669563,0.987121168943329,0.995018592043133,0.995059302684738,0.996366369928975,0.997561048200993,0.992147655270307,0.990277422213003,0.995680724186487,0.99235532234143,0.993497317622053,0.994795545910408,0.986720515008229,0.994292195264518,0.986312173274276,0.994173428364214,0.990386669983962,0.987100112720745,0.975970022672459,0.992434411760668,0.9913884066187,0.987871460324911,0.994832544447051,0.991001430474824,0.963497419783941,0.993230856040207,0.994684790763416,0.997489110921649,0.994163718235079,0.975681946383078,0.99759008851723,0.990303667733117,0.994905878114344
"CNNM4",0.993491093028604,0.984037098113204,0.995976135081377,0.989475652691556,0.99491023504261,0.995611073877442,0.994453077407799,0.995454670507874,0.992934640409417,0.994999435261175,0.990230791906995,0.993313176174713,0.989455981349511,0.934617826686322,0.981055378465915,0.97536864058551,0.993581286032695,0.990277950383725,0.990502951440826,0.990054471193233,0.99383128822562,0,0.982731530832749,0.983310775740328,0.991912446485259,0.991706451430194,0.988716568667856,0.995035263810037,0.991399013243206,0.986315685892129,0.991286289027463,0.995017046033433,0.992966487783116,0.99529231261027,0.991503152879241,0.991217265758097,0.994470761104327,0.975872122217884,0.995333743106217,0.986557598461344,0.977319824162997,0.991838698430993,0.986023723532562,0.99383810975842,0.976432637330646,0.985643008023538,0.994915125360705,0.989385700610972,0.995406770049746,0.995633036882234,0.990363205823569,0.995063632240944,0.990103109871013,0.995290101019291,0.994259147869571,0.989872279925066,0.991792700415558,0.996179351228061,0.996119415397316,0.994395684673927,0.986105886610095,0.99515331862695,0.987156092728285,0.99511948125744,0.982482098927523,0.988373807362772,0.99385004442495,0.993852655596525,0.983440534329087,0.993067354542163,0.99090759330312,0.99517088914403,0.994973213092975,0.993587493380245,0.987831662171986,0.994896858102834,0.994937883000331,0.993044421181171,0.993473188496551,0.98408462843492,0.992563033093315,0.988809571140188,0.994281932932278,0.993518444620883,0.991591989685175,0.977649040320716,0.994893106727144,0.989439696477216,0.987824983341336,0.995891309104688,0.993523040829311,0.963602263026682,0.994940520254771,0.995850527775294,0.996061467553924,0.992229245730925,0.980337475595323,0.995671353982987,0.992303681329752,0.995278574813844
"COL1A1",0.985883442491449,0.984032135477205,0.986133786280035,0.981367138746992,0.982778896519936,0.982726696283509,0.985414299479285,0.980664998169539,0.988140817909435,0.980696571803258,0.981502822245936,0.984515311916723,0.981964499666545,0.952982904017211,0.984580564072115,0.98176465410737,0.985122098229791,0.98738240155369,0.982252115442744,0.97843501909322,0.977144486146246,0.982731530832749,0,0.98979934680688,0.979210089930369,0.987133769771934,0.97144894249348,0.983382552175901,0.98561431960061,0.972018789030143,0.985813442688015,0.985396428387028,0.986322832933059,0.987200210386268,0.987599948436199,0.987590313558014,0.985702649007643,0.979731898867075,0.982966349306872,0.981220098084058,0.978709511823459,0.987040359502452,0.982903705596208,0.982547228313344,0.965133559987544,0.97752650981029,0.985583210412065,0.98378589109358,0.983882245237402,0.9844779046892,0.973252274007189,0.981957726385497,0.983632381841958,0.982899961218899,0.981205183185696,0.976108689339366,0.97958619206873,0.984237064562541,0.984830628222435,0.984297134171077,0.984592393151262,0.983718941709963,0.985424755523727,0.98338878790954,0.981537259979575,0.983320745936887,0.986376171551048,0.983679656185709,0.971483922064525,0.98002846181169,0.980885144628027,0.983860280654819,0.979231309102764,0.985542864530801,0.976644106505753,0.984438086651413,0.98547157846961,0.980784339222172,0.98492721084652,0.977346763020174,0.983615669062432,0.979713339414638,0.983489292977557,0.981222860822673,0.987958546514752,0.982415123265809,0.988689856489918,0.980824504913146,0.979502887239459,0.982060802514121,0.982208264901738,0.9673964470095,0.984167685500833,0.985361364895125,0.983245349395173,0.978984070957975,0.98027873939668,0.981710955116456,0.979798510354354,0.983084944060368
"COL2A1",0.985366898673059,0.979473319800213,0.986324580028554,0.976243182683387,0.985786843120854,0.98532320039215,0.987115504724903,0.979333843533068,0.987898943010203,0.980005468511272,0.977966061711421,0.981960127525872,0.978226871378697,0.942900546139112,0.979670407445943,0.976699463575937,0.985690621263593,0.985339994903803,0.980284785823,0.974441636823849,0.976991820283484,0.983310775740328,0.98979934680688,0,0.982938940964009,0.986202782771358,0.970233252861701,0.983959002334739,0.98710737538715,0.975911552955532,0.986627246183187,0.985313194736779,0.984893166487921,0.987593996559581,0.985557111045929,0.983175314610057,0.985795404679894,0.976437084267527,0.983631850762314,0.976801564097938,0.974768137794622,0.98615176518406,0.980142156546754,0.980131752061242,0.958729017257989,0.97800633246853,0.987428255565825,0.981885338247553,0.985285948298233,0.984559192622091,0.977759634999818,0.983421016791428,0.984562665591478,0.983064500874269,0.984226050997966,0.98229026134909,0.985076074985997,0.985294483647958,0.985326121474593,0.988033823654957,0.985072808401212,0.984962340301159,0.982825815329989,0.985153614338399,0.980167688191212,0.985725343324178,0.987250513012422,0.98281339259346,0.968584974747411,0.977532145097288,0.975819435555712,0.983093294389554,0.979632066044995,0.985806433406497,0.97550585395813,0.982914588828365,0.987185608340341,0.980749445826066,0.982572741548441,0.981596654621949,0.981112259878422,0.982242609568107,0.984489379833295,0.985248042229055,0.988355335116748,0.973702864107596,0.989019699276768,0.981068540465205,0.979533404336126,0.98425843722368,0.983773868591285,0.955785050242186,0.985053953644928,0.986209881796627,0.982915601776859,0.979436443847978,0.977122179960695,0.981634653433308,0.982481116571345,0.984624216305904
"CSRNP1",0.98710135196359,0.975039152171327,0.994574304448863,0.979695970410643,0.997939260715845,0.997671493778562,0.995405591622355,0.990751908812326,0.992665406310067,0.991716904211353,0.985380899552219,0.98981852724472,0.985131628142345,0.922594456538915,0.97386808151747,0.97024099687433,0.99342254850645,0.984697301293058,0.98372057256004,0.98270350445995,0.990409462434437,0.991912446485259,0.979210089930369,0.982938940964009,0,0.991339886977457,0.979619838022711,0.98977649181298,0.990176767310236,0.98077094678647,0.991270330793735,0.992118493143033,0.987819692326763,0.994868809885714,0.987509776033359,0.985630053388494,0.993179019399823,0.966719711668055,0.994655270044787,0.979141366069954,0.965959582036169,0.987953989371686,0.978146680157927,0.989072300439799,0.961169117592986,0.985658974676715,0.995275006622088,0.985035705605778,0.996035785206211,0.994240771630973,0.991476314358787,0.993633344962922,0.988069217722461,0.994544328355894,0.998290731344969,0.997467794345466,0.997680455500899,0.995765225386273,0.995544863833433,0.997275619403133,0.983021797173003,0.994229466837247,0.979324124868609,0.995391998395123,0.97765259189033,0.98868039694658,0.993818127206673,0.989354807523806,0.970547141492932,0.987000486686576,0.982311029577349,0.993402954543027,0.991765479836632,0.991383649890649,0.97936538751736,0.99131241410307,0.997015077401151,0.98855720283837,0.986481876989381,0.981878838778809,0.987570480617277,0.99067714045535,0.993417689769303,0.997591337152751,0.988814597634671,0.967861087502589,0.993837391215121,0.989083341412033,0.989116350721939,0.997677415572319,0.993549540522494,0.945255928714819,0.99454199340391,0.996121246753487,0.994220322380912,0.987503028756715,0.971334520519826,0.993701809969857,0.997372601473604,0.99657805436381
"DLX2",0.991764844723695,0.985420639557438,0.995989752310101,0.98715786404835,0.993522115496974,0.994086948377854,0.994517108657789,0.990271942665777,0.997169227711503,0.99228688577434,0.990437766129845,0.993078585434233,0.99025770921297,0.945141939923307,0.986470459936129,0.983153269414654,0.995201857713924,0.993090199369698,0.990999615169019,0.986809209423062,0.988949945953006,0.991706451430194,0.987133769771934,0.986202782771358,0.991339886977457,0,0.982653725466891,0.993077860746016,0.99345693561103,0.979148828603544,0.993642223228316,0.995202691136467,0.994689606044016,0.996686328349443,0.995834909196029,0.993725565802241,0.995661739949593,0.981285170082775,0.995205647971712,0.989323489416503,0.982151402747842,0.994603409166938,0.989625647937762,0.991205594684246,0.968737745370194,0.986231140089575,0.996050389722712,0.992567609648583,0.995450373097385,0.99521406872706,0.983816253165662,0.993769527802963,0.992974220078611,0.994451530406525,0.991823177768604,0.986288440759292,0.98955385872773,0.99529332514374,0.995270536653678,0.992605987209049,0.989630317485783,0.994390257282138,0.990685910246485,0.994387773755542,0.986685945615039,0.990721132351047,0.994007141308737,0.993702365569499,0.977296111743573,0.988169143780891,0.98793264792565,0.994561368323372,0.991562912387782,0.992607774098445,0.985560330116769,0.993449155836428,0.996204101986751,0.989164365493918,0.991576488854489,0.989055237090298,0.992826298193565,0.990844790171559,0.9923571573225,0.992071680898416,0.995609755756673,0.981981468243267,0.995391738599047,0.991589142502751,0.991047481163116,0.99325598718103,0.992671666921931,0.961007232834567,0.994791808799083,0.996162723623525,0.994435654891763,0.988766512941857,0.985928520824869,0.993208926739615,0.992125879414055,0.994328735104152
